#CODE GEOPOST;pltri;service mark;FAMILLE GEO ;service text;description produit;PRODUIT CHRONOPOST;NAT OU INTER;parstictise jour;CDB13 O N;PRECOCE;MULTICOLIS fr;instance poste;SAC o OU n;SUFFIXE;CODE fact;libel25;CODE EXP;SERVICE ELEMENT2;libelle fa;ON;;
#;;;;;;;;;;;;;;;;;;;;;;
215;S9..;.;21;AM1-COD+........;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2095;
216;S9..;.;21;AM1-COD-NPO+....;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2096;
217;S9..;.;21;AM1-COD-HAZ+....;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2097;
218;S9..;.;21;AM1-COD-6+......;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2098;
219;S9..;.;21;AM1-COD-6-NPO+..;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2099;
220;S9..;.;21;AM1-COD-6-HAZ+..;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2090;
221;S9..;.;21;AM1-SWAP+.......;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2101;
222;S9..;.;21;AM1-SWAP-HAZ+...;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2102;
223;S9..;.;21;AM1-SWAP-6+.....;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2103;
224;S9..;.;21;AM1-SWAP-6-HAZ+.;EXPRESS 10.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2104;
227;12H.;.;22;AM2-HAZ.........;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2107;
230;12H.;.;22;AM2-6-HAZ.......;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2110;
231;12H.;.;22;AM2-EXW.........;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2111;
232;12H.;.;22;AM2-EXW-NO......;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2112;
233;12H.;.;22;AM2-EXW-HAZ.....;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2113;
234;12H.;.;22;AM2-EXW-6.......;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2114;
235;12H.;.;22;AM2-EXW-6-NO....;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2115;
236;12H.;.;22;AM2-EXW-6-HAZ...;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2116;
238;12H.;.;22;AM2-COD-NO......;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2117;
239;12H.;.;22;AM2-COD-HAZ.....;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2119;
241;12H.;.;22;AM2-COD-6-NO....;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2120;
242;12H.;.;22;AM2-COD-6-HAZ...;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2122;
244;12H.;.;22;AM2-SWAP-HAZ....;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2124;
246;12H.;.;22;AM2-SWAP-6-HAZ..;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2126;
247;12H.;.;22;AM2-SWAP-BACK...;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2127;
248;12H.;.;22;AM2-SWAP-HAZ-BAC;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2128;
249;12H.;.;22;AM2+............;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2129;
250;12H.;.;22;AM2-NPO+........;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2130;
251;12H.;.;22;AM2-HAZ+........;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2131;
252;12H.;.;22;AM2-6+..........;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2132;
253;12H.;.;22;AM2-6-NPO+......;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2133;
254;12H.;.;22;AM2-6-HAZ+......;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2134;
255;12H.;.;22;AM2-EXW+........;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2135;
256;12H.;.;22;AM2-EXW-NPO+....;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2136;
257;12H.;.;22;AM2-EXW-HAZ+....;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2137;
258;12H.;.;22;AM2-EXW-6+......;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2138;
259;12H.;.;22;AM2-EXW-6-NPO+..;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2139;
260;12H.;.;22;AM2-EXW-6-HAZ+..;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2140;
261;12H.;.;22;AM2-COD+........;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2141;
262;12H.;.;22;AM2-COD-NPO+....;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2142;
263;12H.;.;22;AM2-COD-HAZ+....;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2143;
264;12H.;.;22;AM2-COD-6+......;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2144;
265;12H.;.;22;AM2-COD-6-NPO+..;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2145;
266;12H.;.;22;AM2-COD-6-HAZ+..;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2146;
267;12H.;.;22;AM2-SWAP+.......;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2147;
268;12H.;.;22;AM2-SWAP-HAZ+...;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2148;
269;12H.;.;22;AM2-SWAP-6+.....;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2149;
270;12H.;.;22;AM2-SWAP-6-HAZ+.;EXPRESS 12.........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2150;
271;....;.;40;SD..............;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2151;
272;....;.;40;SD-HAZ..........;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2152;
273;....;.;40;SD-EXW..........;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2153;
274;....;.;40;SD-EXW-HAZ......;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2154;
275;....;.;40;SD-COD..........;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2155;
276;....;.;40;SD-COD-HAZ......;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2156;
277;....;.;40;SD-SWAP.........;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2157;
278;....;.;40;SD-SWAP-HAZ.....;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2158;
279;....;.;40;SD-BACK.........;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2159;
280;....;.;40;SD-HAZ-BACK.....;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2160;
281;....;.;40;SD+.............;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2161;
282;....;.;40;SD-HAZ+.........;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2162;
283;....;.;40;SD-EXW+.........;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2163;
284;....;.;14;SD-EXW-HAZ+.....;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2164;
285;....;.;40;SD-COD+.........;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2165;
286;....;.;40;SD-COD-HAZ+.....;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2166;
287;....;.;40;SD-SWAP+........;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2167;
288;....;.;40;SD-SWAP-HAZ+....;SAMED DAY..........;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2168;
306;INT.;.;30;IE2-SWAP........;INTER EXPRESS SWAP.;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2169;
307;INT.;.;30;IE2-SWAP-MPS....;INTER EXPRESS SWAP.;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2170;
308;INT.;.;30;IE2-SWAP-6......;INTER EXPRESS SWAP.;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2171;
309;INT.;.;30;IE2-SWAP-6-MPS..;INTER EXPRESS SWAP.;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2172;
310;INT.;.;30;IE2-COD.........;INTER EXPRESS COD..;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2173;
311;INT.;.;30;IE2-COD-MPS.....;INTER EXPRESS COD..;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2174;
312;INT.;.;30;IE2-COD-6.......;INTER EXPRESS COD..;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2175;
313;INT.;.;30;IE2-COD-6-MPS...;INTER EXPRESS COD..;T;.;SE;O;N;N;N;N;FR;1;13H.........;16;;............;P;2178;
325;18H.;.;10;PM2.............;IMPORT ICS.........;N;N;SE;O;N;O;O;N;JB;16;18H........;16;;IMPORT ICS...;P;2179;
326;18H.;.;10;PM2-NO..........;IMPORT ICS.........;N;N;SE;O;N;O;O;N;JB;16;18H........;16;;IMPORT ICS...;P;2179;
327;18H.;.;10;D-B2C...........;IMPORT B2C NORMAL..;O;N;SE;O;N;O;O;N;JB;0G;18H........;16;;B2C NORMAL PA;P;999;
328;18H.;X;10;D-B2C  .........;IMPORT B2C SMALL...;O;N;SE;O;N;O;O;N;JB;0G;18H........;16;;B2C SMALL PAR;P;999;
327;DPD.;.;1;D-B2C...........;TRANSIT B2C NORMAL.;O;I;SE;O;N;O;O;N;JF;0H;COM INT....;44;;B2C NORMAL PA;P;55;
328;DPD.;X;1;XD-B2C  .........;TRANSIT B2C SMALL..;O;I;SE;O;N;O;O;N;JF;0H;COM INT....;44;;B2C SMALL PAR;P;56;
331;18H.;.;1;D...............;PRODUIT 331........;N;I;SE;O;N;O;O;N;JB;2P;331 .......;97;;331..........;P;999;
331;DPD.;.;10;D...............;TRANSIT 331........;N;I;SE;O;N;O;O;N;JB;16;331 TRANSIT;97;;331 TRANSIT..;P;999;
332;DPD.;.;10;RETURN..........;IMPORT RETURN......;N;I;SE;O;N;O;O;N;JB;16;RET REL....;16;;RETURN B2C...;P;999;
332;18H.;.;1;RETURN..........;IMPORT RETURN......;N;N;SE;O;N;O;O;N;JB;3T;RET REL EU.;16;;RETURN B2C...;P;999;
101;18H.;.;1;D...............;IMPORT DPD CLA NORM;O;N;SE;O;N;O;O;N;JB;16;D-DPD18H...;16;;IMPORT.......;P;999;
136;18H.;X;1;D...............;IMPORT DPD CLA KLEI;O;N;SE;O;N;O;O;N;JB;16;D-DPD18H...;16;;IMPORT.......;P;999;
302;12H.;E;30;IE2.............;IMPORT EXPRES......;O;N;SE;O;N;O;O;N;FR;1;IMPORT.....;1;;IMPORT.......;P;999;
314;S9..;E;31;IE1.............;IMPORT EXPRESS.....;O;N;SE;O;O;O;O;N;EE;2;IMPORT.....;2;;IMPORT.......;P;999;
365;18H.;.;1;D...............;IMPORT DPD PNEU....;O;N;SE;O;N;O;O;N;JB;44;D-PNEU.....;16;;IMPORT.......;P;999;
366;18h.;.;1;D...............;IMPORT DPD PNEU.B2C;O;N;SE;O;N;O;O;N;JB;44;D-PNEU.....;16;;IMPORT.......;P;999;
999;OP..;.;10;PM2-BOX.........;BAG AM2............;O;.;SE;N;N;N;N;O;KK;1;BOX 13H....;1;;.............;P;999;
883;PG..;.;8;AM0-NO..........;CHRONO 8 NO IP.....;O;N;SE;O;O;O;O;N;EE;75;8H.........;20;;PROGRAMME....;P;701;
884;SAPG;.;8;AM0-6-NO........;CHRONO 8 SAM NO IP.;O;N;VE;O;O;O;O;N;EE;75;SA8........;620;;PROGRAMME SA.;O;702;
883;LUPG;.;8;AM0-NO..........;CHRONO 8 NO IP.....;S;N;VE;O;O;O;O;N;EE;75;LU8........;120;;PROGRAMME LU.;O;703;
883;PG..;.;8;AM0-NO..........;CHRONO 8 NO IP.....;O;N;SE;O;O;O;O;N;EE;75;8H.........;20;;PROGRAMME....;P;1501;
884;SAPG;.;8;AM0-6-NO........;CHRONO 8 SAM NO IP.;O;N;VE;O;O;O;O;N;EE;75;SA8........;620;;PROGRAMME SA.;O;1502;
883;LUPG;.;8;AM0-NO..........;CHRONO 8 NO IP.....;S;N;VE;O;O;O;O;N;EE;75;LU8........;120;;PROGRAMME LU.;O;1503;
885;PG..;.;9;AM3-NO..........;CHRONO 9 NO IP.....;O;N;SE;O;O;O;O;N;EE;76;9H.........;555;;PROGRAMME....;P;707;
886;SAPG;.;9;AM3-6-NO........;CHRONO 9 SAM NO IP.;O;N;VE;O;O;O;O;N;EE;76;SA9........;661;;PROGRAMME SA.;O;708;
885;LUPG;.;9;AM3-NO..........;CHRONO 9 NO IP.....;S;N;VE;O;O;O;O;N;EE;76;LU9........;161;;PROGRAMME LU.;O;709;
885;PG..;.;9;AM3-NO..........;CHRONO 9 NO IP.....;O;N;SE;O;O;O;O;N;EE;76;9H.........;555;;PROGRAMME....;P;1507;
886;SAPG;.;9;AM3-6-NO........;CHRONO 9 SAM NO IP.;O;N;VE;O;O;O;O;N;EE;76;SA9........;655;;PROGRAMME SA.;O;1508;
885;LUPG;.;9;AM3-NO..........;CHRONO 9 NO IP.....;S;N;VE;O;O;O;O;N;EE;76;LU9........;155;;PROGRAMME LU.;O;1509;
887;12H.;.;12;AM4-NO..........;CHRONO 12 NO IP....;O;N;SE;O;N;O;O;N;FR;77;12H........;555;;CHRONO 12....;P;711;
888;SA12;.;12;AM4-6-NO........;CHRONO 12 SAM NO IP;O;N;VE;O;N;O;O;N;FR;77;SA12.......;655;;CHRONO 12 SA.;O;712;
887;LU12;.;12;AM4-NO..........;CHRONO 12 NO IP....;S;N;VE;O;N;O;O;N;FR;77;LU12.......;155;;CHRONO 12 LU.;O;713;
889;PG..;R;..;AM0-SHOP-NO.....;CHRONO 8 RELAIS....;O;N;SE;O;O;O;O;N;EE;79;8H REL.....;555;;CHRONO 8 REL.;P;717;
890;SAPG;R;..;AM0-6-SHOP-NO...;CHRONO 8 RELAIS SAM;O;N;VE;O;O;O;O;N;EE;79;SA8 REL....;655;;CHRONO 8 SAR.;O;718;
889;LUPG;R;..;AM0-SHOP-NO.....;CHRONO 8 RELAIS....;S;N;VE;O;O;O;O;N;EE;79;LU8 REL....;155;;CHRONO 8 LUR.;O;719;
891;JOUR;.;..;SD..............;CHRONO J...........;O;N;SE;O;N;O;O;N;FR;J1;JOUR.......;555;;JOUR SAME DAY;P;999;
892;18H.;.;..;PM3.............;CHRONO SOIREE......;O;N;SE;O;N;O;O;N;JB;1Z;21H........;555;;21H..........;P;999;
892;LU18;.;..;PM3.............;CHRONO SOIREE......;S;N;VE;O;N;O;O;N;JB;1Z;LU21.......;155;;21H..........;O;999;
895;SOIR;.;..;SD2.............;CHRONO SOIREE S.DAY;O;N;SE;O;N;O;O;N;FR;J2;SOIR.......;555;;SOIR SAME DAY;P;999;
893;12H.;.;22;AM2-WSHOP-NO....;CHRONO 13 IN RELAIS;O;N;SE;O;N;O;O;N;FR;1T;13H........;555;;CHRONO 13....;P;815;
894;SA12;.;22;AM2-6-WSHOP-NO..;CHRONO 13 SA IN REL;O;N;VE;O;N;O;O;N;FR;1T;SA13.......;655;;CHRONO 13 SA.;O;816;
893;LU12;.;22;AM2-WSHOP-NO....;CHRONO 13 IN RELAIS;S;N;VE;O;N;O;O;N;FR;1T;LU13.......;155;;CHRONO 13 LU.;O;817;
;;;;;;;;;;;;;;;;;;;;;;
991;18H.;.;22;PM2-WSHOP-NO....;CHRONO 18 INS REL..;S;N;SE;O;N;O;O;N;JB;3Z;18H........;555;;18H IN RELAIS;P;845;
992;SA18;.;22;PM2-6-WSHOP-NO..;CHRONO 18 SA INSREL;S;N;VE;O;N;O;O;N;JB;3Z;SA18.......;655;;18H SA IN REL;O;846;
991;LU18;.;22;PM2-WSHOP-NO....;CHRONO 18 INS REL..;S;N;VE;O;N;O;O;N;JB;3Z;LU18.......;155;;18H IN RELAIS;O;847;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
901;PG..;R;..;AM0-SHOP-NO.....;CHRONO 9 RELAIS....;O;N;SE;O;O;O;O;N;EE;80;9H REL.....;555;;CHRONO 9 REL.;P;934;
902;SAPG;R;..;AM0-6-SHOP-NO...;CHRONO 9 RELAIS SAM;O;N;VE;O;O;O;O;N;EE;80;SA9 REL....;655;;CHRONO 9 SAR.;O;935;
901;LUPG;R;..;AM0-SHOP-NO.....;CHRONO 9 RELAIS....;S;N;VE;O;O;O;O;N;EE;80;LU9 REL....;555;;CHRONO 9 LUR.;O;936;
903;PG..;R;..;AM0-SHOP-NO.....;CHRONO 10 RELAIS...;O;N;SE;O;O;O;O;N;EE;81;10H REL....;555;;CHRONO 10 REL;P;999;
904;SAPG;R;..;AM0-6-SHOP-NO...;CHRONO 10 RELAIS SA;O;N;VE;O;O;O;O;N;EE;81;SA10 REL...;655;;CHRONO 10 SAR;O;999;
903;LUPG;R;..;AM0-SHOP-NO.....;CHRONO 10 RELAIS...;S;N;VE;O;O;O;O;N;EE;81;LU10 REL...;155;;CHRONO 10 LUR;O;999;
905;12H.;R;..;AM4-SHOP-NO.....;CHRONO 12 RELAIS...;O;N;SE;O;N;O;O;N;FR;82;12H REL....;555;;CHRONO 12 REL;P;999;
906;SA12;R;..;AM4-6-SHOP-NO...;CHRONO 12 RELAIS SA;O;N;VE;O;N;O;O;N;FR;82;SA12 REL...;655;;CHRONO 12 SAR;O;999;
905;LU12;R;..;AM4-SHOP-NO.....;CHRONO 12 RELAIS...;S;N;VE;O;N;O;O;N;FR;82;LU12 REL...;555;;CHRONO 12 LUR;O;999;
910;12H.;E;30;IE2-DDU-3P-NO...;IMPORT DDU 3P......;O;N;SE;O;N;O;O;N;FR;1;IMPORT 39..;555;;IMPORT.......;P;999;
911;12H.;E;30;IE2-DDU-3P-NO...;IMP DDU 3P NON TAXE;O;N;SE;O;N;O;O;N;FR;1;IMPORT 39..;555;;IMPORT.......;P;999;
912;12H.;E;30;IE2-DDU-COD-3P-NO;IMPORT DDU 3P COD.;O;N;SE;O;N;O;O;N;FR;1;IMPORT 39..;555;;IMPORT.......;P;999;
913;12H.;E;30;IE2-DDU-3P-NO...;IMPORT DDU TAXE....;O;N;SE;O;N;O;O;N;FR;1;IMPORT 39..;555;;IMPORT 39....;P;999;
915;PG..;.;..;AM0-MED-NO......;CHRONO 8 MED.......;O;N;SE;O;O;O;O;N;EE;2A;C8 MED.....;555;;CHRONO 8 MED.;P;721;
916;SAPG;.;..;AM0-6-MED-NO....;CHRONO 8 MED SAM...;O;N;VE;O;O;O;O;N;EE;2A;SA8 MED....;655;;CHRONO 8 MED.;O;722;
915;LUPG;.;..;AM0-MED-NO......;CHRONO 8 MED.......;S;N;VE;O;O;O;O;N;EE;2A;LU8 MED....;155;;CHRONO 8 MED.;O;723;
917;PG..;.;..;AM0-MED-NO......;CHRONO 9 MED.......;O;N;SE;O;O;O;O;N;EE;2B;C9 MED.....;555;;CHRONO 9 MED.;P;727;
918;SAPG;.;..;AM0-6-MED-NO....;CHRONO 9 MED SAM...;O;N;VE;O;O;O;O;N;EE;2B;SA9 MED....;655;;CHRONO 9 MED.;O;728;
917;LUPG;.;..;AM0-MED-NO......;CHRONO 9 MED.......;S;N;VE;O;O;O;O;N;EE;2B;LU9 MED....;555;;CHRONO 9 MED.;O;729;
922;12H.;.;22;AM2-DESK-NO.....;LIVRAISON SERVI.NO.;O;N;SE;O;N;N;O;N;FR;1H;13H DESK...;555;;DESK 13H.....;P;825;
922;12H.;.;22;AM2-DESK-NO.....;LIVRAISON SERVI.NO.;O;N;SE;O;N;N;O;N;FR;1H;13H DESK...;555;;DESK 13H.....;P;826;
922;12H.;.;22;AM2-DESK-NO.....;LIVRAISON SERVI.NO.;O;N;SE;O;N;N;O;N;FR;1H;13H DESK...;555;;DESK 13H.....;P;827;
923;18H.;.;22;PM2-DESK-NO.....;LIVRAISON SERVI.NO.;O;N;SE;O;N;N;O;N;JB;1I;18H DESK...;555;;DESK 18H.....;P;835;
923;18H.;.;22;PM2-DESK-NO.....;LIVRAISON SERVI.NO.;O;N;SE;O;N;N;O;N;JB;1I;18H DESK...;555;;DESK 18H.....;P;836;
923;18H.;.;22;PM2-DESK-NO.....;LIVRAISON SERVI.NO.;O;N;SE;O;N;N;O;N;JB;1I;18H DESK...;155;;DESK 19H.....;P;837;
;;;;;;;;;;;;;;;;;;;;;;
955;S955;B;20;SD2-RDV2-FRESH..;RDV FRAIS SD 19 22.;O;N;SE;N;N;O;N;N;MJ;2P;J RDV FRESH;555;;RDV FRESH J..;P;653;
956;S956;B;22;SD2-RDV2-FREEZE.;RDV CONGE SD 19 22.;O;N;SE;N;N;O;N;N;MJ;2Q;J RDV FREEZ;555;;RDV FREEZ J..;P;655;
965;S965;B;22;SD2-6-RDV2-FRESH;RDV FRAIS SD SA 19.;O;N;VE;N;N;O;N;N;MJ;2P;J RDV FRESH;655;;RDV FRAIS SAJ;O;654;
966;S966;B;22;SD2-6-RDV2-FREEZ;RDV CONGE SD SA 19.;O;N;VE;N;N;O;N;N;MJ;2Q;J RDV FREEZ;655;;RDV CONGE SAJ;O;656;
;;;;;;;;;;;;;;;;;;;;;;
975;S975;V;22;AMO-RDV2-NO.....;CHRONO RDV 08-10...;O;N;SE;N;O;O;N;N;RV;2O;RDV........;555;;RDV..........;P;601;
976;S976;V;22;AM2-RDV2-NO.....;CHRONO RDV 10-18...;O;N;SE;N;N;O;N;N;RV;2O;RDV........;555;;RDV .........;P;611;
977;S977;V;22;PM3-RDV2-NO.....;CHRONO RDV 18-22...;O;N;SE;N;N;O;N;N;RV;2O;RDV........;555;;RDV..........;P;621;
978;S978;V;22;AMO-6-RDV2-NO...;CHRONO RDV 08-10 SA;O;N;VE;N;O;O;N;N;RV;2O;RDV SA.....;655;;SA RDV.......;O;602;
979;S979;V;22;AM2-6-RDV2-NO...;CHRONO RDV 10-13 SA;O;N;VE;N;N;O;N;N;RV;2O;RDV SA.....;655;;SA RDV.......;O;612;
982;S982;V;22;PM3-6-RDV2-NO...;CHRONO RDV 13 20 SA;O;N;VE;N;N;O;N;N;RV;2O;RDV SA.....;655;;SA RDV.......;O;622;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
514;S514;D;22;AM2-7-RDV-NO....;RDV DIMANCHE.......;O;N;DI;N;N;O;N;N;RV;2O;RDV DIM....;555;;RDV DIMANCHE.;P;627;A02
514;S514;D;22;AM2-7-RDV-BAL...;DIMANCHE  BAL......;O;N;DI;N;N;O;N;N;DB;5A;DIM BAL....;555;;DIM BAL......;P;628;B34
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
973;S973;.;22;SD2-RDV2-NO.....;S DAY 18-22 RDV....;O;N;SE;N;N;O;N;N;MJ;4I;JOUR J.....;555;;SAME D 18-22.;P;651;
974;S974;.;22;SD2-6-RDV2-NO...;S DAY SA 18-20 RDV.;O;N;VE;N;N;O;N;N;MJ;4I;JOUR J SA..;655;;SAME D S 1820;O;652;
;;;;;;;;;;;;;;;;;;;;;;
986;S986;A;20;AM2-NO-FRESH....;FRAIS 12H..........;O;N;SE;N;O;O;N;N;VF;4V;FRESH 12...;555;;FRESH 12.....;P;607;
957;S957;A;22;AM2-NO-FRESH....;FRAIS 10 18........;O;N;SE;N;N;O;N;N;VF;2R;FRESH 13...;555;;FRESH 10 18..;P;617;
987;S987;A;20;AM2-6-NO-FRESH..;FRAIS 12H SA.......;O;N;SE;N;O;O;N;N;VF;4V;FRESH 12 SA;555;;FRESH 12 SA..;P;608;
967;S967;A;22;AM2-6-NO-FRESH..;FRAIS SAMEDI 13H 18;O;N;VE;N;N;O;N;N;VF;2R;FRESH 13 SA;655;;FRESH 13 SA..;O;618;
;;;;;;;;;;;;;;;;;;;;;;
989;S989;A;22;AM2-NO-FREEZE...;CONGELE 12H........;O;N;SE;N;O;O;N;N;VF;4W;FREEZE 12..;555;;FREEZE 102...;P;609;
958;S958;A;22;AM2-NO-FREEZE...;CONGELE 10 18......;O;N;SE;N;N;O;N;N;VF;2S;FREEZE 13..;555;;FREEZE 10 18.;P;619;
990;S990;A;22;AM2-6-NO-FREEZE.;CONGELE 12H SA.....;O;N;VE;N;O;O;N;N;VF;4W;FREEZE 12SA;655;;FREEZE 12 SA.;0;610;
968;S968;A;22;AM2-6-NO-FREEZE.;CONGELE SAMED 13 18;O;N;VE;N;N;O;N;N;VF;2S;FREEZE 13 S;655;;FREEZE 13H SA;O;620;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
959;S959;B;21;AM0-RDV2-FRES-NO;FRAIS RDV 8 10.....;O;N;SE;N;O;O;N;N;VF;2E;RDV FRESH..;555;;FRESH RDV....;P;603;
960;S960;B;22;AM2-RDV2-FRES-NO;FRAIS RDV 10 18....;O;N;SE;N;N;O;N;N;VF;2E;RDV FRESH..;555;;FRESH RDV....;P;613;
961;S961;B;22;PM3-RDV2-FRES-NO;FRAIS RDV 18 22....;O;N;SE;N;N;O;N;N;VF;2E;RDV FRESH..;555;;FRESH RDV....;P;623;
;;;;;;;;;;;;;;;;;;;;;;
969;S969;B;22;AM0-6-RDV2-FRESH;FRAIS RDV 8H SA....;O;N;VE;N;O;O;N;N;VF;2E;RDV FRESH SA;655;;RDVFRESH SA.;O;604;
970;S970;B;22;AM2-6-RDV2-FRESH;FRAIS RDV 10 SA....;O;N;VE;N;N;O;N;N;VF;2E;RDV FRESH SA;655;;RDVFRESH SA.;O;614;
